"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Mon","Tue","Wed","Thu","Fri","Sat","Sun","year","dayindex","temp","dewp","min","max","NUM_REPORTS"
"23",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00385288966725044,0.477186311787072,0.576423576423576,0.516034985422741,0.424528301886792,0.111111111111111
"24",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00402802101576182,0.445817490494297,0.53046953046953,0.516034985422741,0.358490566037736,0
"25",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00420315236427321,0.392585551330798,0.44055944055944,0.407191448007775,0.339622641509434,0
"26",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00437828371278459,0.200570342205323,0.21978021978022,0.19047619047619,0.269811320754717,0
"27",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00455341506129597,0.289923954372624,0.331668331668332,0.295432458697765,0.30377358490566,0
"28",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00472854640980736,0.406844106463878,0.48051948051948,0.466472303206997,0.339622641509434,0
"29",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00490367775831874,0.578897338403042,0.691308691308691,0.505344995140913,0.524528301886792,0.333333333333333
"30",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00507880910683012,0.299429657794677,0.308691308691309,0.33041788143829,0.286792452830189,0.111111111111111
"31",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00525394045534151,0.405893536121673,0.417582417582418,0.435374149659864,0.388679245283019,0
"32",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00542907180385289,0.466730038022814,0.567432567432567,0.516034985422741,0.376415094339623,0.111111111111111
